OBJECTID,ISO_2_CODE,ISO_3_CODE,ADM0_NAME,date_epicrv,NewCase,CumCase,NewDeath,CumDeath,Short_Name_ZH,Short_Name_FR,Short_Name_ES,Short_Name_RU,Short_Name_AR
6603,MQ,MTQ,Martinique,2020-03-18T00:00:00.000Z,7,23,0,0,"马提尼克岛
",,,,
6604,MQ,MTQ,Martinique,2020-03-19T00:00:00.000Z,9,32,0,0,"马提尼克岛
",,,,
6605,MQ,MTQ,Martinique,2020-03-20T00:00:00.000Z,0,32,0,0,"马提尼克岛
",,,,
6606,MQ,MTQ,Martinique,2020-03-21T00:00:00.000Z,0,32,0,0,"马提尼克岛
",,,,
6607,MQ,MTQ,Martinique,2020-03-22T00:00:00.000Z,0,32,0,0,"马提尼克岛
",,,,
6608,MQ,MTQ,Martinique,2020-03-23T00:00:00.000Z,5,37,0,0,"马提尼克岛
",,,,
6609,MQ,MTQ,Martinique,2020-03-24T00:00:00.000Z,20,57,0,0,"马提尼克岛
",,,,
6610,MQ,MTQ,Martinique,2020-03-25T00:00:00.000Z,0,57,0,0,"马提尼克岛
",,,,
6611,MQ,MTQ,Martinique,2020-03-26T00:00:00.000Z,9,66,1,1,"马提尼克岛
",,,,
6612,MQ,MTQ,Martinique,2020-03-27T00:00:00.000Z,0,66,0,1,"马提尼克岛
",,,,
6613,MQ,MTQ,Martinique,2020-03-28T00:00:00.000Z,27,93,0,1,"马提尼克岛
",,,,
6614,MQ,MTQ,Martinique,2020-03-29T00:00:00.000Z,0,93,0,1,"马提尼克岛
",,,,
6615,MQ,MTQ,Martinique,2020-03-30T00:00:00.000Z,12,105,1,2,"马提尼克岛
",,,,
6616,MQ,MTQ,Martinique,2020-03-31T00:00:00.000Z,6,111,0,2,"马提尼克岛
",,,,
6617,MQ,MTQ,Martinique,2020-04-01T00:00:00.000Z,8,119,0,2,"马提尼克岛
",,,,
6618,MQ,MTQ,Martinique,2020-04-02T00:00:00.000Z,9,128,1,3,"马提尼克岛
",,,,
6619,MQ,MTQ,Martinique,2020-04-03T00:00:00.000Z,3,131,0,3,"马提尼克岛
",,,,
6620,MQ,MTQ,Martinique,2020-04-04T00:00:00.000Z,7,138,0,3,"马提尼克岛
",,,,
6621,MQ,MTQ,Martinique,2020-04-05T00:00:00.000Z,7,145,0,3,"马提尼克岛
",,,,
6622,MQ,MTQ,Martinique,2020-04-06T00:00:00.000Z,0,145,0,3,"马提尼克岛
",,,,
6623,MQ,MTQ,Martinique,2020-04-07T00:00:00.000Z,4,149,1,4,"马提尼克岛
",,,,
6624,MQ,MTQ,Martinique,2020-04-08T00:00:00.000Z,2,151,0,4,"马提尼克岛
",,,,
6625,MQ,MTQ,Martinique,2020-04-09T00:00:00.000Z,1,152,0,4,"马提尼克岛
",,,,
6626,MQ,MTQ,Martinique,2020-04-10T00:00:00.000Z,2,154,2,6,"马提尼克岛
",,,,
6627,MQ,MTQ,Martinique,2020-04-11T00:00:00.000Z,0,154,0,6,"马提尼克岛
",,,,
6628,MQ,MTQ,Martinique,2020-04-12T00:00:00.000Z,1,155,0,6,"马提尼克岛
",,,,
6629,MQ,MTQ,Martinique,2020-04-13T00:00:00.000Z,1,156,0,6,"马提尼克岛
",,,,
6630,MQ,MTQ,Martinique,2020-04-14T00:00:00.000Z,1,157,2,8,"马提尼克岛
",,,,
6631,MQ,MTQ,Martinique,2020-04-15T00:00:00.000Z,0,157,0,8,"马提尼克岛
",,,,
6632,MQ,MTQ,Martinique,2020-04-16T00:00:00.000Z,1,158,0,8,"马提尼克岛
",,,,
6633,MQ,MTQ,Martinique,2020-04-17T00:00:00.000Z,1,159,0,8,"马提尼克岛
",,,,
6634,MQ,MTQ,Martinique,2020-04-18T00:00:00.000Z,0,159,0,8,"马提尼克岛
",,,,
6635,MQ,MTQ,Martinique,2020-04-19T00:00:00.000Z,4,163,4,12,"马提尼克岛
",,,,
6636,MQ,MTQ,Martinique,2020-04-20T00:00:00.000Z,0,163,0,12,"马提尼克岛
",,,,
6637,MQ,MTQ,Martinique,2020-04-21T00:00:00.000Z,0,163,2,14,"马提尼克岛
",,,,
6638,MQ,MTQ,Martinique,2020-04-22T00:00:00.000Z,0,163,0,14,"马提尼克岛
",,,,
6639,MQ,MTQ,Martinique,2020-04-23T00:00:00.000Z,1,164,0,14,"马提尼克岛
",,,,
6640,MQ,MTQ,Martinique,2020-04-24T00:00:00.000Z,6,170,0,14,"马提尼克岛
",,,,
6641,MQ,MTQ,Martinique,2020-04-25T00:00:00.000Z,0,170,0,14,"马提尼克岛
",,,,
6642,MQ,MTQ,Martinique,2020-04-26T00:00:00.000Z,0,170,0,14,"马提尼克岛
",,,,
6643,MQ,MTQ,Martinique,2020-04-27T00:00:00.000Z,5,175,0,14,"马提尼克岛
",,,,
6644,MR,MRT,Mauritania,2020-03-14T00:00:00.000Z,1,1,0,0,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6645,MR,MRT,Mauritania,2020-03-15T00:00:00.000Z,0,1,0,0,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6646,MR,MRT,Mauritania,2020-03-16T00:00:00.000Z,0,1,0,0,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6647,MR,MRT,Mauritania,2020-03-17T00:00:00.000Z,0,1,0,0,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6648,MR,MRT,Mauritania,2020-03-18T00:00:00.000Z,1,2,0,0,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6649,MR,MRT,Mauritania,2020-03-19T00:00:00.000Z,0,2,0,0,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6650,MR,MRT,Mauritania,2020-03-20T00:00:00.000Z,0,2,0,0,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6651,MR,MRT,Mauritania,2020-03-21T00:00:00.000Z,0,2,0,0,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6652,MR,MRT,Mauritania,2020-03-22T00:00:00.000Z,0,2,0,0,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6653,MR,MRT,Mauritania,2020-03-23T00:00:00.000Z,0,2,0,0,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6654,MR,MRT,Mauritania,2020-03-24T00:00:00.000Z,0,2,0,0,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6655,MR,MRT,Mauritania,2020-03-25T00:00:00.000Z,0,2,0,0,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6656,MR,MRT,Mauritania,2020-03-26T00:00:00.000Z,0,2,0,0,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6657,MR,MRT,Mauritania,2020-03-27T00:00:00.000Z,1,3,0,0,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6658,MR,MRT,Mauritania,2020-03-28T00:00:00.000Z,2,5,0,0,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6659,MR,MRT,Mauritania,2020-03-29T00:00:00.000Z,0,5,0,0,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6660,MR,MRT,Mauritania,2020-03-30T00:00:00.000Z,0,5,0,0,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6661,MR,MRT,Mauritania,2020-03-31T00:00:00.000Z,0,5,0,0,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6662,MR,MRT,Mauritania,2020-04-01T00:00:00.000Z,0,5,0,0,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6663,MR,MRT,Mauritania,2020-04-02T00:00:00.000Z,0,5,0,0,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6664,MR,MRT,Mauritania,2020-04-03T00:00:00.000Z,0,5,0,0,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6665,MR,MRT,Mauritania,2020-04-04T00:00:00.000Z,1,6,1,1,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6666,MR,MRT,Mauritania,2020-04-05T00:00:00.000Z,0,6,0,1,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6667,MR,MRT,Mauritania,2020-04-06T00:00:00.000Z,0,6,0,1,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6668,MR,MRT,Mauritania,2020-04-07T00:00:00.000Z,0,6,0,1,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6669,MR,MRT,Mauritania,2020-04-08T00:00:00.000Z,0,6,0,1,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6670,MR,MRT,Mauritania,2020-04-09T00:00:00.000Z,0,6,0,1,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6671,MR,MRT,Mauritania,2020-04-10T00:00:00.000Z,0,6,0,1,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6672,MR,MRT,Mauritania,2020-04-11T00:00:00.000Z,1,7,0,1,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6673,MR,MRT,Mauritania,2020-04-12T00:00:00.000Z,0,7,0,1,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6674,MR,MRT,Mauritania,2020-04-13T00:00:00.000Z,0,7,0,1,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6675,MR,MRT,Mauritania,2020-04-14T00:00:00.000Z,0,7,0,1,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6676,MR,MRT,Mauritania,2020-04-15T00:00:00.000Z,0,7,0,1,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6677,MR,MRT,Mauritania,2020-04-16T00:00:00.000Z,0,7,0,1,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6678,MR,MRT,Mauritania,2020-04-17T00:00:00.000Z,0,7,0,1,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6679,MR,MRT,Mauritania,2020-04-18T00:00:00.000Z,0,7,0,1,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6680,MR,MRT,Mauritania,2020-04-19T00:00:00.000Z,0,7,0,1,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6681,MR,MRT,Mauritania,2020-04-20T00:00:00.000Z,0,7,0,1,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6682,MR,MRT,Mauritania,2020-04-21T00:00:00.000Z,0,7,0,1,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6683,MR,MRT,Mauritania,2020-04-22T00:00:00.000Z,0,7,0,1,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6684,MR,MRT,Mauritania,2020-04-23T00:00:00.000Z,0,7,0,1,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6685,MR,MRT,Mauritania,2020-04-24T00:00:00.000Z,0,7,0,1,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6686,MR,MRT,Mauritania,2020-04-25T00:00:00.000Z,0,7,0,1,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6687,MR,MRT,Mauritania,2020-04-26T00:00:00.000Z,0,7,0,1,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6688,MR,MRT,Mauritania,2020-04-27T00:00:00.000Z,0,7,0,1,毛里塔尼亚,Mauritanie,Mauritania,Мавритания,موريتانيا
6689,MU,MUS,Mauritius,2020-03-18T00:00:00.000Z,3,3,0,0,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6690,MU,MUS,Mauritius,2020-03-19T00:00:00.000Z,4,7,0,0,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6691,MU,MUS,Mauritius,2020-03-20T00:00:00.000Z,5,12,0,0,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6692,MU,MUS,Mauritius,2020-03-21T00:00:00.000Z,0,12,0,0,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6693,MU,MUS,Mauritius,2020-03-22T00:00:00.000Z,0,12,0,0,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6694,MU,MUS,Mauritius,2020-03-23T00:00:00.000Z,0,12,0,0,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6695,MU,MUS,Mauritius,2020-03-24T00:00:00.000Z,24,36,0,0,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6696,MU,MUS,Mauritius,2020-03-25T00:00:00.000Z,6,42,2,2,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6697,MU,MUS,Mauritius,2020-03-26T00:00:00.000Z,5,47,0,2,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6698,MU,MUS,Mauritius,2020-03-27T00:00:00.000Z,34,81,0,2,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6699,MU,MUS,Mauritius,2020-03-28T00:00:00.000Z,15,96,0,2,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6700,MU,MUS,Mauritius,2020-03-29T00:00:00.000Z,6,102,0,2,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6701,MU,MUS,Mauritius,2020-03-30T00:00:00.000Z,0,102,0,2,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6702,MU,MUS,Mauritius,2020-03-31T00:00:00.000Z,26,128,0,2,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6703,MU,MUS,Mauritius,2020-04-01T00:00:00.000Z,15,143,3,5,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6704,MU,MUS,Mauritius,2020-04-02T00:00:00.000Z,11,154,0,5,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6705,MU,MUS,Mauritius,2020-04-03T00:00:00.000Z,15,169,2,7,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6706,MU,MUS,Mauritius,2020-04-04T00:00:00.000Z,17,186,0,7,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6707,MU,MUS,Mauritius,2020-04-05T00:00:00.000Z,10,196,0,7,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6708,MU,MUS,Mauritius,2020-04-06T00:00:00.000Z,31,227,0,7,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6709,MU,MUS,Mauritius,2020-04-07T00:00:00.000Z,17,244,0,7,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6710,MU,MUS,Mauritius,2020-04-08T00:00:00.000Z,24,268,0,7,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6711,MU,MUS,Mauritius,2020-04-09T00:00:00.000Z,5,273,0,7,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6712,MU,MUS,Mauritius,2020-04-10T00:00:00.000Z,41,314,0,7,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6713,MU,MUS,Mauritius,2020-04-11T00:00:00.000Z,4,318,2,9,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6714,MU,MUS,Mauritius,2020-04-12T00:00:00.000Z,1,319,0,9,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6715,MU,MUS,Mauritius,2020-04-13T00:00:00.000Z,5,324,0,9,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6716,MU,MUS,Mauritius,2020-04-14T00:00:00.000Z,0,324,0,9,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6717,MU,MUS,Mauritius,2020-04-15T00:00:00.000Z,0,324,0,9,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6718,MU,MUS,Mauritius,2020-04-16T00:00:00.000Z,0,324,0,9,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6719,MU,MUS,Mauritius,2020-04-17T00:00:00.000Z,0,324,0,9,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6720,MU,MUS,Mauritius,2020-04-18T00:00:00.000Z,0,324,0,9,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6721,MU,MUS,Mauritius,2020-04-19T00:00:00.000Z,1,325,0,9,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6722,MU,MUS,Mauritius,2020-04-20T00:00:00.000Z,3,328,0,9,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6723,MU,MUS,Mauritius,2020-04-21T00:00:00.000Z,0,328,0,9,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6724,MU,MUS,Mauritius,2020-04-22T00:00:00.000Z,0,328,0,9,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6725,MU,MUS,Mauritius,2020-04-23T00:00:00.000Z,1,329,0,9,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6726,MU,MUS,Mauritius,2020-04-24T00:00:00.000Z,2,331,0,9,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6727,MU,MUS,Mauritius,2020-04-25T00:00:00.000Z,0,331,0,9,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6728,MU,MUS,Mauritius,2020-04-26T00:00:00.000Z,0,331,0,9,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6729,MU,MUS,Mauritius,2020-04-27T00:00:00.000Z,1,332,0,9,毛里求斯,Maurice,Mauricio,Маврикий,موريشيوس
6730,YT,MYT,Mayotte,2020-03-14T00:00:00.000Z,1,1,0,0,"马约特岛
",,,,
6731,YT,MYT,Mayotte,2020-03-15T00:00:00.000Z,0,1,0,0,"马约特岛
",,,,
6732,YT,MYT,Mayotte,2020-03-16T00:00:00.000Z,0,1,0,0,"马约特岛
",,,,
6733,YT,MYT,Mayotte,2020-03-17T00:00:00.000Z,0,1,0,0,"马约特岛
",,,,
6734,YT,MYT,Mayotte,2020-03-18T00:00:00.000Z,2,3,0,0,"马约特岛
",,,,
6735,YT,MYT,Mayotte,2020-03-19T00:00:00.000Z,1,4,0,0,"马约特岛
",,,,
6736,YT,MYT,Mayotte,2020-03-20T00:00:00.000Z,0,4,0,0,"马约特岛
",,,,
6737,YT,MYT,Mayotte,2020-03-21T00:00:00.000Z,7,11,0,0,"马约特岛
",,,,
6738,YT,MYT,Mayotte,2020-03-22T00:00:00.000Z,0,11,0,0,"马约特岛
",,,,
6739,YT,MYT,Mayotte,2020-03-23T00:00:00.000Z,3,14,0,0,"马约特岛
",,,,
6740,YT,MYT,Mayotte,2020-03-24T00:00:00.000Z,10,24,0,0,"马约特岛
",,,,
6741,YT,MYT,Mayotte,2020-03-25T00:00:00.000Z,6,30,0,0,"马约特岛
",,,,
6742,YT,MYT,Mayotte,2020-03-26T00:00:00.000Z,5,35,0,0,"马约特岛
",,,,
6743,YT,MYT,Mayotte,2020-03-27T00:00:00.000Z,15,50,0,0,"马约特岛
",,,,
6744,YT,MYT,Mayotte,2020-03-28T00:00:00.000Z,0,50,0,0,"马约特岛
",,,,
6745,YT,MYT,Mayotte,2020-03-29T00:00:00.000Z,0,50,0,0,"马约特岛
",,,,
6746,YT,MYT,Mayotte,2020-03-30T00:00:00.000Z,32,82,0,0,"马约特岛
",,,,
6747,YT,MYT,Mayotte,2020-03-31T00:00:00.000Z,0,82,0,0,"马约特岛
",,,,
6748,YT,MYT,Mayotte,2020-04-01T00:00:00.000Z,19,101,0,0,"马约特岛
",,,,
6749,YT,MYT,Mayotte,2020-04-02T00:00:00.000Z,15,116,2,2,"马约特岛
",,,,
6750,YT,MYT,Mayotte,2020-04-03T00:00:00.000Z,12,128,0,2,"马约特岛
",,,,
6751,YT,MYT,Mayotte,2020-04-04T00:00:00.000Z,0,128,0,2,"马约特岛
",,,,
6752,YT,MYT,Mayotte,2020-04-05T00:00:00.000Z,19,147,0,2,"马约特岛
",,,,
6753,YT,MYT,Mayotte,2020-04-06T00:00:00.000Z,0,147,0,2,"马约特岛
",,,,
6754,YT,MYT,Mayotte,2020-04-07T00:00:00.000Z,17,164,0,2,"马约特岛
",,,,
6755,YT,MYT,Mayotte,2020-04-08T00:00:00.000Z,20,184,0,2,"马约特岛
",,,,
6756,YT,MYT,Mayotte,2020-04-09T00:00:00.000Z,2,186,0,2,"马约特岛
",,,,
6757,YT,MYT,Mayotte,2020-04-10T00:00:00.000Z,5,191,0,2,"马约特岛
",,,,
6758,YT,MYT,Mayotte,2020-04-11T00:00:00.000Z,0,191,0,2,"马约特岛
",,,,
6759,YT,MYT,Mayotte,2020-04-12T00:00:00.000Z,0,191,0,2,"马约特岛
",,,,
6760,YT,MYT,Mayotte,2020-04-13T00:00:00.000Z,16,207,1,3,"马约特岛
",,,,
6761,YT,MYT,Mayotte,2020-04-14T00:00:00.000Z,0,207,0,3,"马约特岛
",,,,
6762,YT,MYT,Mayotte,2020-04-15T00:00:00.000Z,10,217,0,3,"马约特岛
",,,,
6763,YT,MYT,Mayotte,2020-04-16T00:00:00.000Z,4,221,0,3,"马约特岛
",,,,
6764,YT,MYT,Mayotte,2020-04-17T00:00:00.000Z,12,233,0,3,"马约特岛
",,,,
6765,YT,MYT,Mayotte,2020-04-18T00:00:00.000Z,12,245,1,4,"马约特岛
",,,,
6766,YT,MYT,Mayotte,2020-04-19T00:00:00.000Z,0,245,0,4,"马约特岛
",,,,
6767,YT,MYT,Mayotte,2020-04-20T00:00:00.000Z,39,284,0,4,"马约特岛
",,,,
6768,YT,MYT,Mayotte,2020-04-21T00:00:00.000Z,0,284,0,4,"马约特岛
",,,,
6769,YT,MYT,Mayotte,2020-04-22T00:00:00.000Z,27,311,0,4,"马约特岛
",,,,
6770,YT,MYT,Mayotte,2020-04-23T00:00:00.000Z,15,326,0,4,"马约特岛
",,,,
6771,YT,MYT,Mayotte,2020-04-24T00:00:00.000Z,13,339,0,4,"马约特岛
",,,,
6772,YT,MYT,Mayotte,2020-04-25T00:00:00.000Z,15,354,0,4,"马约特岛
",,,,
6773,YT,MYT,Mayotte,2020-04-26T00:00:00.000Z,0,354,0,4,"马约特岛
",,,,
6774,YT,MYT,Mayotte,2020-04-27T00:00:00.000Z,47,401,0,4,"马约特岛
",,,,
6775,MX,MEX,Mexico,2020-02-28T00:00:00.000Z,2,2,0,0,墨西哥,Mexique,México,Мексика,المكسيك
6776,MX,MEX,Mexico,2020-02-29T00:00:00.000Z,0,2,0,0,墨西哥,Mexique,México,Мексика,المكسيك
6777,MX,MEX,Mexico,2020-03-01T00:00:00.000Z,0,2,0,0,墨西哥,Mexique,México,Мексика,المكسيك
6778,MX,MEX,Mexico,2020-03-02T00:00:00.000Z,3,5,0,0,墨西哥,Mexique,México,Мексика,المكسيك
6779,MX,MEX,Mexico,2020-03-03T00:00:00.000Z,0,5,0,0,墨西哥,Mexique,México,Мексика,المكسيك
6780,MX,MEX,Mexico,2020-03-04T00:00:00.000Z,0,5,0,0,墨西哥,Mexique,México,Мексика,المكسيك
6781,MX,MEX,Mexico,2020-03-05T00:00:00.000Z,0,5,0,0,墨西哥,Mexique,México,Мексика,المكسيك
6782,MX,MEX,Mexico,2020-03-06T00:00:00.000Z,0,5,0,0,墨西哥,Mexique,México,Мексика,المكسيك
6783,MX,MEX,Mexico,2020-03-07T00:00:00.000Z,0,5,0,0,墨西哥,Mexique,México,Мексика,المكسيك
6784,MX,MEX,Mexico,2020-03-08T00:00:00.000Z,2,7,0,0,墨西哥,Mexique,México,Мексика,المكسيك
6785,MX,MEX,Mexico,2020-03-09T00:00:00.000Z,0,7,0,0,墨西哥,Mexique,México,Мексика,المكسيك
6786,MX,MEX,Mexico,2020-03-10T00:00:00.000Z,0,7,0,0,墨西哥,Mexique,México,Мексика,المكسيك
6787,MX,MEX,Mexico,2020-03-11T00:00:00.000Z,0,7,0,0,墨西哥,Mexique,México,Мексика,المكسيك
6788,MX,MEX,Mexico,2020-03-12T00:00:00.000Z,4,11,0,0,墨西哥,Mexique,México,Мексика,المكسيك
6789,MX,MEX,Mexico,2020-03-13T00:00:00.000Z,1,12,0,0,墨西哥,Mexique,México,Мексика,المكسيك
6790,MX,MEX,Mexico,2020-03-14T00:00:00.000Z,14,26,0,0,墨西哥,Mexique,México,Мексика,المكسيك
6791,MX,MEX,Mexico,2020-03-15T00:00:00.000Z,15,41,0,0,墨西哥,Mexique,México,Мексика,المكسيك
6792,MX,MEX,Mexico,2020-03-16T00:00:00.000Z,12,53,0,0,墨西哥,Mexique,México,Мексика,المكسيك
6793,MX,MEX,Mexico,2020-03-17T00:00:00.000Z,29,82,0,0,墨西哥,Mexique,México,Мексика,المكسيك
6794,MX,MEX,Mexico,2020-03-18T00:00:00.000Z,11,93,0,0,墨西哥,Mexique,México,Мексика,المكسيك
6795,MX,MEX,Mexico,2020-03-19T00:00:00.000Z,25,118,1,1,墨西哥,Mexique,México,Мексика,المكسيك
6796,MX,MEX,Mexico,2020-03-20T00:00:00.000Z,46,164,0,1,墨西哥,Mexique,México,Мексика,المكسيك
6797,MX,MEX,Mexico,2020-03-21T00:00:00.000Z,0,164,0,1,墨西哥,Mexique,México,Мексика,المكسيك
6798,MX,MEX,Mexico,2020-03-22T00:00:00.000Z,0,164,0,1,墨西哥,Mexique,México,Мексика,المكسيك
6799,MX,MEX,Mexico,2020-03-23T00:00:00.000Z,87,251,1,2,墨西哥,Mexique,México,Мексика,المكسيك
6800,MX,MEX,Mexico,2020-03-24T00:00:00.000Z,119,370,2,4,墨西哥,Mexique,México,Мексика,المكسيك
6801,MX,MEX,Mexico,2020-03-25T00:00:00.000Z,0,370,0,4,墨西哥,Mexique,México,Мексика,المكسيك
6802,MX,MEX,Mexico,2020-03-26T00:00:00.000Z,108,478,1,5,墨西哥,Mexique,México,Мексика,المكسيك
6803,MX,MEX,Mexico,2020-03-27T00:00:00.000Z,0,478,0,5,墨西哥,Mexique,México,Мексика,المكسيك
6804,MX,MEX,Mexico,2020-03-28T00:00:00.000Z,111,589,3,8,墨西哥,Mexique,México,Мексика,المكسيك
6805,MX,MEX,Mexico,2020-03-29T00:00:00.000Z,128,717,4,12,墨西哥,Mexique,México,Мексика,المكسيك
6806,MX,MEX,Mexico,2020-03-30T00:00:00.000Z,131,848,4,16,墨西哥,Mexique,México,Мексика,المكسيك
6807,MX,MEX,Mexico,2020-03-31T00:00:00.000Z,145,993,4,20,墨西哥,Mexique,México,Мексика,المكسيك
6808,MX,MEX,Mexico,2020-04-01T00:00:00.000Z,101,1094,8,28,墨西哥,Mexique,México,Мексика,المكسيك
6809,MX,MEX,Mexico,2020-04-02T00:00:00.000Z,121,1215,1,29,墨西哥,Mexique,México,Мексика,المكسيك
6810,MX,MEX,Mexico,2020-04-03T00:00:00.000Z,163,1378,8,37,墨西哥,Mexique,México,Мексика,المكسيك
6811,MX,MEX,Mexico,2020-04-04T00:00:00.000Z,132,1510,13,50,墨西哥,Mexique,México,Мексика,المكسيك
6812,MX,MEX,Mexico,2020-04-05T00:00:00.000Z,178,1688,10,60,墨西哥,Mexique,México,Мексика,المكسيك
6813,MX,MEX,Mexico,2020-04-06T00:00:00.000Z,202,1890,19,79,墨西哥,Mexique,México,Мексика,المكسيك
6814,MX,MEX,Mexico,2020-04-07T00:00:00.000Z,253,2143,15,94,墨西哥,Mexique,México,Мексика,المكسيك
6815,MX,MEX,Mexico,2020-04-08T00:00:00.000Z,296,2439,31,125,墨西哥,Mexique,México,Мексика,المكسيك
6816,MX,MEX,Mexico,2020-04-09T00:00:00.000Z,346,2785,16,141,墨西哥,Mexique,México,Мексика,المكسيك
6817,MX,MEX,Mexico,2020-04-10T00:00:00.000Z,396,3181,33,174,墨西哥,Mexique,México,Мексика,المكسيك
